goal_0_weight,goal_0_uom_numeric_min,goal_0_uom_numeric_max,goal_0_uom_timeline,goal_0_uom_zero,goal_0_q1_score,goal_0_q2_score,goal_1_weight,goal_1_uom_numeric_min,goal_1_uom_numeric_max,goal_1_uom_timeline,goal_1_uom_zero,goal_1_q1_score,goal_1_q2_score,goal_2_weight,goal_2_uom_numeric_min,goal_2_uom_numeric_max,goal_2_uom_timeline,goal_2_uom_zero,goal_2_q1_score,goal_2_q2_score,goal_3_weight,goal_3_uom_numeric_min,goal_3_uom_numeric_max,goal_3_uom_timeline,goal_3_uom_zero,goal_3_q1_score,goal_3_q2_score,goal_4_weight,goal_4_uom_numeric_min,goal_4_uom_numeric_max,goal_4_uom_timeline,goal_4_uom_zero,goal_4_q1_score,goal_4_q2_score,goal_5_weight,goal_5_uom_numeric_min,goal_5_uom_numeric_max,goal_5_uom_timeline,goal_5_uom_zero,goal_5_q1_score,goal_5_q2_score,goal_6_weight,goal_6_uom_numeric_min,goal_6_uom_numeric_max,goal_6_uom_timeline,goal_6_uom_zero,goal_6_q1_score,goal_6_q2_score,n_goals,q1_weighted_score,q2_weighted_score,q1_q2_trend,avg_q1q2,final_score,goal_7_weight,goal_7_uom_numeric_min,goal_7_uom_numeric_max,goal_7_uom_timeline,goal_7_uom_zero,goal_7_q1_score,goal_7_q2_score
14.8,1,0,0,0,25.318879576862365,28.894739803680903,17.1,0,0,0,1,0.0,100.0,11.7,0.0,0.0,0.0,1.0,0.0,0.0,11.9,0.0,0.0,0.0,1.0,100.0,100.0,7.8,0.0,1.0,0.0,0.0,29.41179471915184,33.33245903176455,16.6,0.0,1.0,0.0,0.0,15.423834770531508,15.203558429939184,20.1,0.0,0.0,1.0,0.0,100.0,100.0,7,40.6016707373777,58.50014399479232,17.898473257414615,49.55090736608501,58.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.2,1,0,0,0,63.59162032826487,64.48917208693211,23.9,0,0,1,0,92.0,88.0,20.5,0.0,1.0,0.0,0.0,43.99493956589503,44.727770356278434,14.8,0.0,0.0,0.0,1.0,0.0,100.0,20.6,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,43.85246991731798,78.62800568459738,34.7755357672794,61.240237800957686,73.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,0,0,0,1,0.0,100.0,6.4,0,0,1,0,100.0,100.0,11.9,1.0,0.0,0.0,0.0,26.69814593222341,27.82129203288855,9.1,0.0,1.0,0.0,0.0,27.93705875935306,28.2351067317483,11.0,1.0,0.0,0.0,0.0,21.463606711703942,21.320051153222845,18.3,0.0,0.0,1.0,0.0,100.0,100.0,11.9,1.0,0.0,0.0,0.0,31.11078798413669,34.3860605538459,8,43.72008164911963,57.63567729210733,13.915595642987704,50.677879470613476,58.2,18.1,1.0,0.0,0.0,0.0,39.98646092643211,40.433160192499
12.9,0,0,1,0,94.0,88.0,28.0,0,0,0,1,100.0,100.0,30.6,1.0,0.0,0.0,0.0,41.55614001356393,46.756595245546116,28.5,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,52.84217884415057,82.15951814513711,29.317339300986546,67.50084849464383,80.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.9,0,0,1,0,100.0,88.0,16.6,0,0,0,1,100.0,100.0,29.9,0.0,0.0,1.0,0.0,100.0,88.0,25.6,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,100.0,93.064,-6.936000000000007,96.532,87.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0,0,1,0,100.0,100.0,17.6,0,0,1,0,80.0,60.0,8.3,1.0,0.0,0.0,0.0,42.85778614513573,44.235262796857576,8.8,1.0,0.0,0.0,0.0,70.32060752392593,65.69534988546664,13.1,0.0,0.0,0.0,1.0,100.0,100.0,17.0,0.0,0.0,1.0,0.0,84.0,80.0,21.2,0.0,0.0,0.0,1.0,0.0,100.0,7,65.20540971215175,81.91271760206024,16.707307889908492,73.559063657106,79.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.9,1,0,0,0,22.166948382850414,20.449441266854663,17.7,0,0,0,1,100.0,100.0,20.1,0.0,0.0,1.0,0.0,80.0,78.0,24.0,1.0,0.0,0.0,0.0,55.33443063817366,64.8809166061683,10.1,1.0,0.0,0.0,0.0,65.48399963626882,70.62535872965829,10.2,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,67.84203107695505,69.94303120394287,2.101000126987813,68.89253114044897,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.2,0,0,1,0,88.0,98.0,56.8,1,0,0,0,22.263350955658083,23.503178097653283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50.6615833428138,55.685805159467066,5.024221816653267,53.17369425114043,53.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1,0,0,0,38.58436654010108,38.44227871465715,28.5,0,1,0,0,58.55715717884028,57.76460588437213,30.0,1.0,0.0,0.0,0.0,32.01620100191176,31.919580457738974,25.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,32.467148742959175,32.189551408712894,-0.2775973342462805,32.328350075836035,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.8,0,0,0,1,0.0,100.0,57.2,0,0,1,0,84.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48.048,88.56,40.512,68.304,88.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.1,1,0,0,0,18.22263043626903,20.949518650338533,25.1,0,0,1,0,100.0,100.0,12.1,0.0,0.0,0.0,1.0,100.0,100.0,37.7,1.0,0.0,0.0,0.0,65.30043274021794,66.89916541224945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,66.39214338256569,67.67931454165301,1.2871711590873218,67.03572896210935,70.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8,0,1,0,0,43.90389698862043,43.89213016088627,6.6,0,0,0,1,100.0,100.0,20.9,0.0,0.0,0.0,1.0,0.0,0.0,23.1,0.0,1.0,0.0,0.0,12.591372794190333,13.229596051535339,18.0,1.0,0.0,0.0,0.0,40.8214346839474,43.18031459667247,19.6,0.0,1.0,0.0,0.0,55.83469284994137,52.83683693636284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,32.98072500181422,32.963784713817404,-0.01694028799681746,32.97225485781581,54.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.4,0,0,0,1,0.0,100.0,26.5,1,0,0,0,57.90797020841417,57.10963362894987,25.4,1.0,0.0,0.0,0.0,16.891018846823858,18.413310918162484,30.7,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,50.33593089232302,67.91103388488499,17.575102992561966,59.123482388604,68.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0,0,0,1,100.0,100.0,13.3,0,1,0,0,27.778413758947963,27.12834366593971,14.7,0.0,0.0,0.0,1.0,0.0,100.0,11.1,0.0,0.0,1.0,0.0,100.0,100.0,14.3,1.0,0.0,0.0,0.0,50.034588464551724,53.65927312939749,19.5,0.0,0.0,1.0,0.0,74.0,82.0,9.9,0.0,0.0,1.0,0.0,100.0,100.0,8,59.13812791473762,75.79077243900238,16.65264452426476,67.46445017687,72.56,9.7,1.0,0.0,0.0,0.0,55.2438426223366,54.83945024668614
16.1,0,0,1,0,100.0,92.0,10.7,1,0,0,0,15.270955263473024,17.198843850852032,28.6,0.0,0.0,0.0,1.0,0.0,100.0,15.2,0.0,0.0,1.0,0.0,86.0,72.0,17.2,1.0,0.0,0.0,0.0,43.00338075870071,46.695825629243444,12.2,0.0,0.0,1.0,0.0,72.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,46.98657370368814,72.03595830027103,25.049384596582897,59.511266001979585,67.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0,0,1,0,100.0,94.0,73.0,0,0,0,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,98.38,-1.6200000000000045,99.19,95.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,1,0,0,0,35.71344709480263,41.802906378725915,10.3,1,0,0,0,23.28659935127557,21.811344746722856,17.9,0.0,0.0,0.0,1.0,100.0,100.0,5.1,1.0,0.0,0.0,0.0,27.04982280148166,25.36670615655049,9.8,1.0,0.0,0.0,0.0,48.79454519227904,52.498779434593665,10.8,0.0,1.0,0.0,0.0,20.328792595901064,23.787925931169955,17.9,0.0,1.0,0.0,0.0,47.81508198042061,54.48787496315061,8,47.17923405969646,50.37253240965943,3.1932983499629657,48.77588323467795,50.99,16.7,1.0,0.0,0.0,0.0,35.07695954515731,39.865997902089376
56.8,0,0,0,1,100.0,100.0,43.2,1,0,0,0,25.508482949279955,27.664767327956085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,67.81966463408894,68.75117948567703,0.9315148515880907,68.28542205988299,69.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.8,0,0,0,1,100.0,100.0,9.5,0,1,0,0,54.31537070107109,57.81908852846021,14.6,0.0,0.0,1.0,0.0,78.0,76.0,5.5,0.0,0.0,0.0,1.0,0.0,0.0,19.9,1.0,0.0,0.0,0.0,31.87664997993075,31.126494829718876,17.7,0.0,0.0,0.0,1.0,100.0,100.0,11.4,0.0,0.0,1.0,0.0,100.0,100.0,8,73.39141356260798,73.28298588131779,-0.10842768129019476,73.33719972196289,71.52,6.6,0.0,0.0,1.0,0.0,100.0,100.0
16.9,1,0,0,0,48.93858332730289,45.73142234135849,32.6,0,1,0,0,69.16086129298508,82.46491987563635,18.9,1.0,0.0,0.0,0.0,56.04818595992219,62.1037079923646,31.6,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,73.01016851025261,77.94977506570395,4.939606555451334,75.47997178797829,79.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.3,0,1,0,0,41.75520534711122,39.55148180333563,46.5,0,0,1,0,100.0,100.0,15.2,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,77.6922436479436,76.84821753067754,-0.8440261172660541,77.27023058931057,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4,0,1,0,0,51.95274698611153,46.877281856145515,26.0,0,1,0,0,63.49126270328734,62.655345587010366,23.9,0.0,0.0,0.0,1.0,100.0,100.0,22.1,0.0,0.0,1.0,0.0,100.0,100.0,16.6,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,85.03034145927143,84.23439998422327,-0.7959414750481528,84.63237072174735,83.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0,0,1,0,94.0,100.0,35.6,0,0,1,0,80.0,84.0,22.0,0.0,0.0,1.0,0.0,100.0,100.0,28.4,0.0,1.0,0.0,0.0,20.700885230415093,23.345334594889522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,69.51905140543789,72.53407502494862,3.0150236195107283,71.02656321519325,69.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.9,0,0,1,0,100.0,96.0,9.8,1,0,0,0,15.193345932130137,15.778635337359992,11.1,0.0,0.0,1.0,0.0,82.0,68.0,11.3,1.0,0.0,0.0,0.0,66.68711423885799,73.05915045596765,12.5,0.0,0.0,0.0,1.0,100.0,100.0,15.0,1.0,0.0,0.0,0.0,22.07912380054555,21.51220072373139,12.1,0.0,0.0,0.0,1.0,100.0,100.0,8,74.23846038042154,72.90082037314534,-1.3376400072762067,73.56964037678344,70.16,16.3,0.0,0.0,0.0,1.0,100.0,100.0
42.7,0,0,0,1,0.0,100.0,57.3,0,0,1,0,78.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,44.693999999999996,79.372,34.678000000000004,62.033,80.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.4,1,0,0,0,39.63844564254726,39.977292076989045,9.4,0,1,0,0,33.92126415920838,38.32583387554276,20.0,0.0,1.0,0.0,0.0,30.705447115823524,34.89477709831542,21.9,1.0,0.0,0.0,0.0,71.34749407799194,77.44124356748597,14.9,0.0,1.0,0.0,0.0,68.1941539682388,77.15004748165791,10.4,0.0,1.0,0.0,0.0,13.058469956816005,13.1797808475481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,45.74919555434303,49.761956774171,4.012761219827965,47.755576164257015,51.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0,0,0,1,0.0,0.0,25.3,0,0,1,0,100.0,100.0,26.1,1.0,0.0,0.0,0.0,71.1881861536566,75.91239248280951,13.2,1.0,0.0,0.0,0.0,63.41817812041837,62.26633847653205,13.4,0.0,1.0,0.0,0.0,16.41994987613654,19.26308859917631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,54.4515893814019,55.913544989205135,1.4619556078032332,55.18256718530352,78.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.6,0,0,0,1,100.0,100.0,21.7,0,0,1,0,72.0,74.0,21.2,0.0,0.0,0.0,1.0,100.0,100.0,20.5,0.0,1.0,0.0,0.0,60.906434972745224,64.459195746598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,85.90981916941277,87.0721351280526,1.162315958639823,86.49097714873268,82.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.2,0,0,0,1,0.0,100.0,17.7,0,1,0,0,30.389039144268054,27.364396829615707,22.2,0.0,0.0,0.0,1.0,100.0,100.0,37.9,1.0,0.0,0.0,0.0,48.08573719496234,54.62172854796643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,45.80335432542617,69.94513335852126,24.14177903309509,57.874243841973716,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.4,0,0,0,1,100.0,100.0,52.6,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.1,0,0,0,1,100.0,100.0,31.4,1,0,0,0,76.05236054984906,69.29093585889615,13.9,0.0,1.0,0.0,0.0,32.091707403480775,31.867796015558703,30.6,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,83.04118854173643,80.88697750585605,-2.1542110358803797,81.96408302379623,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0,0,0,1,100.0,100.0,15.6,0,0,1,0,100.0,100.0,8.7,1.0,0.0,0.0,0.0,56.26434550206957,55.81134757447541,6.0,0.0,0.0,0.0,1.0,100.0,100.0,9.1,0.0,0.0,0.0,1.0,100.0,100.0,16.0,0.0,0.0,0.0,1.0,100.0,100.0,14.0,0.0,1.0,0.0,0.0,57.46622103968142,59.27363985918972,8,79.87879089615302,80.17767203164415,0.29888113549112916,80.02823146389858,80.32,16.1,0.0,1.0,0.0,0.0,35.642993117500396,36.17251684706971
13.4,0,0,1,0,100.0,100.0,21.6,1,0,0,0,28.220283979793237,29.17644177120372,19.4,0.0,0.0,1.0,0.0,100.0,100.0,21.4,0.0,0.0,0.0,1.0,100.0,100.0,11.3,0.0,0.0,1.0,0.0,100.0,100.0,12.9,0.0,1.0,0.0,0.0,24.068625982438004,22.664536031404904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74.70043409136984,74.72583657063123,0.02540247926138761,74.71313533100053,75.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.4,0,0,0,1,100.0,100.0,56.6,1,0,0,0,79.97165307540708,89.22124628203132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,88.6639556406804,93.89922539562973,5.235269754949329,91.28159051815507,95.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.1,0,1,0,0,19.032307045782204,20.00027373697673,17.2,1,0,0,0,31.288717996522752,29.680167753560106,8.7,0.0,1.0,0.0,0.0,75.86328384520743,88.64456111515672,12.3,0.0,0.0,1.0,0.0,82.0,88.0,7.7,0.0,1.0,0.0,0.0,53.7135431203566,62.877087977678045,15.1,1.0,0.0,0.0,0.0,11.986144152921433,10.951003255939826,16.1,0.0,0.0,1.0,0.0,98.0,90.0,8,46.47517107074885,56.24624153347281,9.771070462723962,51.36070630211083,56.32,8.8,0.0,0.0,0.0,1.0,0.0,100.0
7.6,0,0,1,0,100.0,100.0,15.0,1,0,0,0,27.354321776788193,25.413354727874722,15.8,0.0,0.0,0.0,1.0,100.0,100.0,10.4,0.0,0.0,1.0,0.0,96.0,78.0,18.2,0.0,0.0,1.0,0.0,100.0,100.0,12.5,1.0,0.0,0.0,0.0,44.64259424676234,51.995311791508016,20.5,0.0,0.0,0.0,1.0,100.0,100.0,7,81.76747254736352,80.5234171831197,-1.2440553642438203,81.14544486524161,78.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.5,0,1,0,0,30.202118792736698,30.682472845705078,30.6,0,0,1,0,100.0,100.0,19.5,0.0,0.0,1.0,0.0,100.0,100.0,20.4,1.0,0.0,0.0,0.0,33.31284937469371,34.7160946945015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,65.80544631629485,66.2334128071613,0.4279664908664529,66.01942956172807,66.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
